athlete_id,day,hrv_rmssd,hr_rest,sleep_duration,sleep_quality,hr_mean,hr_drift,pace_mean,pace_hr_ratio,cadence_mean,duration,elevation_gain,rpe,is_training,fatigue_state
0,0,66.4228568436855,61.242037614957006,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,1,64.21560207078409,64.95702812598414,6.591975924478789,4.293848149332354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,2,66.13238286783495,65.80744752893615,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,3,63.52478978534469,65.14138018323534,6.899361310081195,4.854153125103362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,4,64.1719966990782,63.52901996900576,6.966351196157513,4.997236068839936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,5,73.39248223297214,60.35175517828525,7.708863595004756,4.0201649380601125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,6,70.3729492527255,66.65956924504415,6.490914657134892,4.208352893231556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,7,66.97656381765727,67.18565280685507,7.843618289568461,4.118479922318633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,8,72.19037164602139,66.6775315069784,8.394332330108762,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,9,65.08367005634301,63.08664900064468,7.831263431403564,5.0,144.91617263229242,0.26648262755371777,2.6697954545071148,1.842303316470691,169.90157295170286,31.90675050858071,0.0,3.163422611985007,1,0.05651498326990804
0,10,67.6995595979221,61.93655086737622,8.22769320438403,4.579532153751528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,11,70.94421987490085,64.46575336253011,7.386578748653606,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,12,64.15430322840187,64.90723747372336,6.471884229412462,4.290701768492221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,13,70.23144259728204,68.88304762622245,8.323733076975142,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,14,73.76290959101092,63.69851472619478,6.544653555282295,4.792617682797267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,15,62.28605326442691,61.69215733595881,7.140221854708012,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,16,68.00093448766148,59.966116208499294,6.4809272146319294,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,17,63.032539058456564,60.72548874235425,8.414884321926012,4.666969689884786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,18,66.71082021491497,57.73948711913653,8.763740530766388,4.992258329994111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,19,69.1428754445304,67.27446719731614,8.504986880702631,4.779116988386994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,20,68.85893224655031,68.31483259006808,8.565793708549304,3.7506204291806444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,21,76.68140047831702,61.72640523555287,7.668659387193294,4.339061524683281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,22,65.93852417679413,65.08276561936646,7.478119125661235,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,23,67.33246755093879,64.09858451824293,6.302912936661697,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,24,71.43720498877141,66.16867096767245,6.5485282493519605,4.731919949910489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,25,74.76240195493061,63.58389943930625,8.11700377571513,5.0,169.297570730191,6.918360715166236,1.992992702279984,1.1772128174574992,157.9818184884063,78.08472536583474,93.73873177398404,6.370620317522609,1,0.13186829429645208
0,26,58.50160045758856,66.25647864826134,7.628014499951972,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,27,75.77674174377864,61.412847660049664,8.117640845511145,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,28,70.74512003894961,61.87123187411922,9.365774511144757,5.0,164.09591658849828,6.165179117962003,2.7736163814910766,1.6902409512397842,159.0169612170902,55.09211892572519,0.0,5.520052683943047,1,0.13186829429645208
0,29,72.06365772264544,72.52261254671687,7.515106356160764,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,30,61.78827948559655,66.74582278368233,7.47027464231261,4.0318118950077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,31,65.04297003189298,66.5646478745699,7.89433995146483,4.99765200266322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,32,61.425697754818124,63.97953616885234,7.690598705114524,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0,33,67.53525175859244,63.6314717453542,7.841590805948717,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
